n,target_tw,achieved_tw,naming,arity,alpha,determinism,seed,variant_index,num_edges,num_nodes,bn_index,query_index,query_vars,query_states,evidence,distance,num_evidence,probability,llm_probability,llm_response
9,3,3,confusing,range:2-3,1.0,0.0,19988,2,12,9,2,2,"[np.str_('U_bx3bu6'), np.str_('K_kx9xcv')]","['s1', 's1']","{np.str_('O_cguird'): 's1', np.str_('G_2ohusw'): 's0'}",1,2,0.1278784476754673,,
9,3,3,confusing,range:2-3,1.0,0.0,19988,2,12,9,2,3,[np.str_('L_vy01po')],['s2'],"{np.str_('O_gh8nq9'): 's0', np.str_('Y_nizbt1'): 's1'}",3,2,0.49161248530538565,,
9,3,3,confusing,range:2-3,1.0,0.0,19988,2,12,9,2,4,[np.str_('R_dbfd2r')],['s2'],{np.str_('O_cguird'): 's0'},2,1,0.3381384732392706,,
9,3,3,confusing,range:2-3,1.0,0.0,19988,2,12,9,2,5,[np.str_('L_vy01po')],['s1'],"{np.str_('K_kx9xcv'): 's1', np.str_('O_gh8nq9'): 's0'}",2,2,0.25113870974032054,,
9,3,3,confusing,range:2-3,1.0,0.0,19988,2,12,9,2,6,[np.str_('R_dbfd2r')],['s0'],"{np.str_('O_cguird'): 's0', np.str_('Z_7j9n4o'): 's1'}",2,2,0.26701526068809756,,
9,3,3,confusing,range:2-3,1.0,0.0,19988,2,12,9,2,7,"[np.str_('R_dbfd2r'), np.str_('U_bx3bu6')]","['s0', 's2']","{np.str_('O_cguird'): 's1', np.str_('Y_nizbt1'): 's2'}",2,2,0.0669722695575289,,
9,3,3,confusing,range:2-3,1.0,0.0,19988,2,12,9,2,8,[np.str_('U_bx3bu6')],['s1'],{},0,0,0.2785779224754892,,
9,3,3,confusing,range:2-3,1.0,0.0,19988,2,12,9,2,9,"[np.str_('U_bx3bu6'), np.str_('Z_7j9n4o')]","['s2', 's0']",{np.str_('Y_nizbt1'): 's1'},2,1,0.3289077700165533,,
9,3,3,confusing,range:2-3,1.0,0.0,19988,2,12,9,2,10,[np.str_('O_cguird')],['s1'],{},0,0,0.23152953689060823,,
9,3,3,confusing,range:2-3,1.0,0.0,19988,2,12,9,2,11,"[np.str_('U_bx3bu6'), np.str_('R_dbfd2r')]","['s0', 's0']",{},0,0,0.07192344346614594,,
9,3,3,confusing,range:2-3,1.0,0.0,29961,3,12,9,3,0,[np.str_('G_2ohusw')],['s0'],{},0,0,0.07122105313469868,,
9,3,3,confusing,range:2-3,1.0,0.0,29961,3,12,9,3,1,[np.str_('K_kx9xcv')],['s2'],{np.str_('L_vy01po'): 's0'},2,1,0.15429561943362613,,
9,3,3,confusing,range:2-3,1.0,0.0,29961,3,12,9,3,2,"[np.str_('R_dbfd2r'), np.str_('G_2ohusw')]","['s0', 's2']",{},0,0,0.05172017905624636,,
9,3,3,confusing,range:2-3,1.0,0.0,29961,3,12,9,3,3,[np.str_('Y_nizbt1')],['s0'],"{np.str_('O_cguird'): 's1', np.str_('U_bx3bu6'): 's1'}",2,2,0.7921223939328763,,
9,3,3,confusing,range:2-3,1.0,0.0,29961,3,12,9,3,4,[np.str_('Y_nizbt1')],['s0'],"{np.str_('U_bx3bu6'): 's1', np.str_('O_gh8nq9'): 's1'}",2,2,0.7255233143318646,,
9,3,3,confusing,range:2-3,1.0,0.0,29961,3,12,9,3,5,"[np.str_('U_bx3bu6'), np.str_('K_kx9xcv')]","['s0', 's1']",{np.str_('O_cguird'): 's2'},2,1,0.006476104814594134,,
9,3,3,confusing,range:2-3,1.0,0.0,29961,3,12,9,3,6,[np.str_('U_bx3bu6')],['s0'],{np.str_('Y_nizbt1'): 's1'},2,1,0.3572054215095555,,
9,3,3,confusing,range:2-3,1.0,0.0,29961,3,12,9,3,7,[np.str_('Y_nizbt1')],['s1'],{},0,0,0.33980228293096404,,
9,3,3,confusing,range:2-3,1.0,0.0,29961,3,12,9,3,8,[np.str_('O_gh8nq9')],['s0'],{},0,0,0.4901700868714794,,
9,3,3,confusing,range:2-3,1.0,0.0,29961,3,12,9,3,9,"[np.str_('U_bx3bu6'), np.str_('R_dbfd2r')]","['s1', 's0']",{np.str_('O_gh8nq9'): 's0'},3,1,0.42272040682697654,,
9,3,3,confusing,range:2-3,1.0,0.0,29961,3,12,9,3,10,[np.str_('K_kx9xcv')],['s0'],{np.str_('O_cguird'): 's2'},2,1,0.29900372003496195,,
9,3,3,confusing,range:2-3,1.0,0.0,29961,3,12,9,3,11,"[np.str_('R_dbfd2r'), np.str_('O_cguird')]","['s1', 's1']",{np.str_('G_2ohusw'): 's1'},1,1,0.017687589786287473,,
9,5,5,confusing,range:2-3,1.0,0.0,43,0,20,9,4,0,"[np.str_('T_tv1gqq'), np.str_('O_4xa9lz')]","['s0', 's2']",{},0,0,0.01602496078625073,,
9,5,5,confusing,range:2-3,1.0,0.0,43,0,20,9,4,1,[np.str_('Y_6kj8e2')],['s2'],{np.str_('B_8lc9em'): 's0'},2,1,0.3310259279065662,,
9,5,5,confusing,range:2-3,1.0,0.0,43,0,20,9,4,2,[np.str_('Y_6kj8e2')],['s1'],"{np.str_('J_hu6d8z'): 's0', np.str_('D_8sxdgy'): 's1'}",2,2,0.09828155377464609,,
9,5,5,confusing,range:2-3,1.0,0.0,43,0,20,9,4,3,[np.str_('B_8lc9em')],['s0'],{},0,0,0.6673602383872121,,
9,5,5,confusing,range:2-3,1.0,0.0,43,0,20,9,4,4,"[np.str_('D_8sxdgy'), np.str_('E_avqr1c')]","['s1', 's1']",{np.str_('T_tv1gqq'): 's1'},2,1,0.0913165594275829,,
9,5,5,confusing,range:2-3,1.0,0.0,43,0,20,9,4,5,"[np.str_('E_avqr1c'), np.str_('J_hu6d8z')]","['s1', 's1']","{np.str_('Y_6kj8e2'): 's1', np.str_('T_gxvotv'): 's1'}",1,2,0.29671782363360705,,
9,5,5,confusing,range:2-3,1.0,0.0,43,0,20,9,4,6,"[np.str_('B_8lc9em'), np.str_('T_tv1gqq')]","['s1', 's1']",{np.str_('J_hu6d8z'): 's0'},1,1,0.10763756207177176,,
9,5,5,confusing,range:2-3,1.0,0.0,43,0,20,9,4,7,"[np.str_('O_4xa9lz'), np.str_('Q_0vvk1h')]","['s2', 's0']",{np.str_('E_avqr1c'): 's0'},2,1,0.033001408280706676,0.0386,"Final Answer: P(O_4xa9lz=s2, Q_0vvk1h=s0 | E_avqr1c=s0) = 0.0386"
9,5,5,confusing,range:2-3,1.0,0.0,43,0,20,9,4,8,[np.str_('O_4xa9lz')],['s1'],{np.str_('T_gxvotv'): 's0'},1,1,0.716338872063081,,
9,5,5,confusing,range:2-3,1.0,0.0,43,0,20,9,4,9,"[np.str_('J_hu6d8z'), np.str_('O_4xa9lz')]","['s0', 's0']",{np.str_('D_8sxdgy'): 's2'},1,1,0.08618292454964081,,
9,5,5,confusing,range:2-3,1.0,0.0,43,0,20,9,4,10,"[np.str_('D_8sxdgy'), np.str_('B_8lc9em')]","['s2', 's1']",{},0,0,0.10769795089086424,,
9,5,5,confusing,range:2-3,1.0,0.0,43,0,20,9,4,11,"[np.str_('T_tv1gqq'), np.str_('E_avqr1c')]","['s0', 's1']",{np.str_('Q_0vvk1h'): 's0'},2,1,0.1260611875382112,,
9,5,5,confusing,range:2-3,1.0,0.0,10016,1,20,9,5,0,[np.str_('E_avqr1c')],['s1'],{},0,0,0.9759856313290276,,
9,5,5,confusing,range:2-3,1.0,0.0,10016,1,20,9,5,1,"[np.str_('T_gxvotv'), np.str_('Y_6kj8e2')]","['s1', 's0']",{},0,0,0.1439183432032881,,
9,5,5,confusing,range:2-3,1.0,0.0,10016,1,20,9,5,2,"[np.str_('D_8sxdgy'), np.str_('T_tv1gqq')]","['s1', 's0']",{np.str_('Q_0vvk1h'): 's0'},1,1,0.5344122399716912,,
9,5,5,confusing,range:2-3,1.0,0.0,10016,1,20,9,5,3,"[np.str_('T_tv1gqq'), np.str_('J_hu6d8z')]","['s1', 's0']",{},0,0,0.26498408718286975,,
9,5,5,confusing,range:2-3,1.0,0.0,10016,1,20,9,5,4,"[np.str_('E_avqr1c'), np.str_('D_8sxdgy')]","['s0', 's1']",{np.str_('B_8lc9em'): 's1'},1,1,0.013653079998557803,,
9,5,5,confusing,range:2-3,1.0,0.0,10016,1,20,9,5,5,"[np.str_('J_hu6d8z'), np.str_('O_4xa9lz')]","['s1', 's1']","{np.str_('D_8sxdgy'): 's0', np.str_('T_tv1gqq'): 's0'}",1,2,0.009108690609522956,,
9,5,5,confusing,range:2-3,1.0,0.0,10016,1,20,9,5,6,"[np.str_('T_gxvotv'), np.str_('E_avqr1c')]","['s0', 's0']","{np.str_('Q_0vvk1h'): 's0', np.str_('Y_6kj8e2'): 's2'}",1,2,0.008857820688693216,,
9,5,5,confusing,range:2-3,1.0,0.0,10016,1,20,9,5,7,"[np.str_('T_tv1gqq'), np.str_('B_8lc9em')]","['s0', 's0']","{np.str_('J_hu6d8z'): 's0', np.str_('D_8sxdgy'): 's1'}",1,2,0.4064696997776117,,
9,5,5,confusing,range:2-3,1.0,0.0,10016,1,20,9,5,8,[np.str_('T_tv1gqq')],['s0'],"{np.str_('D_8sxdgy'): 's0', np.str_('J_hu6d8z'): 's0'}",2,2,0.36195195769273397,,
9,5,5,confusing,range:2-3,1.0,0.0,10016,1,20,9,5,9,[np.str_('J_hu6d8z')],['s1'],"{np.str_('Y_6kj8e2'): 's1', np.str_('T_gxvotv'): 's1'}",2,2,0.4750469420277095,,
9,5,5,confusing,range:2-3,1.0,0.0,10016,1,20,9,5,10,[np.str_('Y_6kj8e2')],['s1'],"{np.str_('D_8sxdgy'): 's1', np.str_('B_8lc9em'): 's1'}",2,2,0.1737062282212285,,
9,5,5,confusing,range:2-3,1.0,0.0,10016,1,20,9,5,11,"[np.str_('Q_0vvk1h'), np.str_('B_8lc9em')]","['s1', 's1']",{np.str_('E_avqr1c'): 's1'},1,1,0.1826052489071238,,
9,5,5,confusing,range:2-3,1.0,0.0,19989,2,20,9,6,0,"[np.str_('T_tv1gqq'), np.str_('Y_6kj8e2')]","['s0', 's1']",{np.str_('E_avqr1c'): 's2'},1,1,0.03062418600090997,,
9,5,5,confusing,range:2-3,1.0,0.0,19989,2,20,9,6,1,[np.str_('J_hu6d8z')],['s1'],{np.str_('Y_6kj8e2'): 's2'},2,1,0.30366337714334146,,
9,5,5,confusing,range:2-3,1.0,0.0,19989,2,20,9,6,2,"[np.str_('T_gxvotv'), np.str_('J_hu6d8z')]","['s2', 's1']","{np.str_('Q_0vvk1h'): 's2', np.str_('Y_6kj8e2'): 's2'}",1,2,0.057992488061289864,,
9,5,5,confusing,range:2-3,1.0,0.0,19989,2,20,9,6,3,"[np.str_('D_8sxdgy'), np.str_('T_gxvotv')]","['s1', 's0']",{},0,0,0.1781029848588969,,
9,5,5,confusing,range:2-3,1.0,0.0,19989,2,20,9,6,4,"[np.str_('E_avqr1c'), np.str_('Q_0vvk1h')]","['s0', 's0']","{np.str_('T_tv1gqq'): 's1', np.str_('T_gxvotv'): 's0'}",2,2,0.23019135736940094,,
9,5,5,confusing,range:2-3,1.0,0.0,19989,2,20,9,6,5,"[np.str_('O_4xa9lz'), np.str_('E_avqr1c')]","['s0', 's2']",{},0,0,0.045763160903176545,,
9,5,5,confusing,range:2-3,1.0,0.0,19989,2,20,9,6,6,"[np.str_('Y_6kj8e2'), np.str_('O_4xa9lz')]","['s0', 's0']",{np.str_('D_8sxdgy'): 's0'},1,1,0.054182975160136065,,
9,5,5,confusing,range:2-3,1.0,0.0,19989,2,20,9,6,7,[np.str_('O_4xa9lz')],['s0'],{np.str_('E_avqr1c'): 's0'},2,1,0.18954309471748537,,
9,5,5,confusing,range:2-3,1.0,0.0,19989,2,20,9,6,8,"[np.str_('J_hu6d8z'), np.str_('T_gxvotv')]","['s2', 's1']",{},0,0,0.13210117684631068,,
9,5,5,confusing,range:2-3,1.0,0.0,19989,2,20,9,6,9,"[np.str_('O_4xa9lz'), np.str_('Y_6kj8e2')]","['s2', 's2']","{np.str_('D_8sxdgy'): 's0', np.str_('J_hu6d8z'): 's2'}",1,2,0.23343393703231066,,
9,5,5,confusing,range:2-3,1.0,0.0,19989,2,20,9,6,10,[np.str_('T_tv1gqq')],['s0'],{},0,0,0.5316804534936371,,
9,5,5,confusing,range:2-3,1.0,0.0,19989,2,20,9,6,11,"[np.str_('E_avqr1c'), np.str_('T_gxvotv')]","['s0', 's0']","{np.str_('J_hu6d8z'): 's0', np.str_('Y_6kj8e2'): 's1'}",1,2,0.20132632173777285,,
9,5,5,confusing,range:2-3,1.0,0.0,29962,3,20,9,7,0,[np.str_('D_8sxdgy')],['s1'],{},0,0,0.5045473108949081,,
9,5,5,confusing,range:2-3,1.0,0.0,29962,3,20,9,7,1,"[np.str_('T_tv1gqq'), np.str_('O_4xa9lz')]","['s0', 's0']",{np.str_('J_hu6d8z'): 's1'},1,1,0.0941372698885018,,
9,5,5,confusing,range:2-3,1.0,0.0,29962,3,20,9,7,2,[np.str_('O_4xa9lz')],['s2'],{},0,0,0.618646463581665,,
9,5,5,confusing,range:2-3,1.0,0.0,29962,3,20,9,7,3,"[np.str_('D_8sxdgy'), np.str_('Q_0vvk1h')]","['s1', 's1']",{np.str_('T_gxvotv'): 's1'},1,1,0.20074285710672604,,
9,5,5,confusing,range:2-3,1.0,0.0,29962,3,20,9,7,4,"[np.str_('Y_6kj8e2'), np.str_('Q_0vvk1h')]","['s1', 's2']",{},0,0,0.13409697895104397,,
9,5,5,confusing,range:2-3,1.0,0.0,29962,3,20,9,7,5,"[np.str_('Y_6kj8e2'), np.str_('T_gxvotv')]","['s2', 's0']","{np.str_('Q_0vvk1h'): 's1', np.str_('J_hu6d8z'): 's0'}",1,2,0.08678402232984145,,
9,5,5,confusing,range:2-3,1.0,0.0,29962,3,20,9,7,6,"[np.str_('Q_0vvk1h'), np.str_('T_tv1gqq')]","['s2', 's0']",{np.str_('B_8lc9em'): 's2'},1,1,0.1416763003832507,,
9,5,5,confusing,range:2-3,1.0,0.0,29962,3,20,9,7,7,[np.str_('Y_6kj8e2')],['s2'],{np.str_('B_8lc9em'): 's2'},2,1,0.19685117747433084,,
9,5,5,confusing,range:2-3,1.0,0.0,29962,3,20,9,7,8,[np.str_('D_8sxdgy')],['s0'],{np.str_('Y_6kj8e2'): 's1'},2,1,0.4943771195565709,,
9,5,5,confusing,range:2-3,1.0,0.0,29962,3,20,9,7,9,[np.str_('J_hu6d8z')],['s2'],{np.str_('D_8sxdgy'): 's1'},2,1,0.3133338978600554,,
9,5,5,confusing,range:2-3,1.0,0.0,29962,3,20,9,7,10,"[np.str_('T_gxvotv'), np.str_('Y_6kj8e2')]","['s1', 's0']",{np.str_('D_8sxdgy'): 's0'},1,1,0.11305522374023215,,
9,5,5,confusing,range:2-3,1.0,0.0,29962,3,20,9,7,11,[np.str_('D_8sxdgy')],['s0'],{np.str_('J_hu6d8z'): 's0'},2,1,0.4306895961790225,,
9,7,7,confusing,range:2-3,1.0,0.0,44,0,33,9,8,0,[np.str_('W_qis23b')],['s1'],{},0,0,0.41824117920857207,,
9,7,7,confusing,range:2-3,1.0,0.0,44,0,33,9,8,1,"[np.str_('U_9d6udx'), np.str_('K_gvnrp2')]","['s1', 's0']",{},0,0,0.3175452523533312,,
9,7,7,confusing,range:2-3,1.0,0.0,44,0,33,9,8,2,"[np.str_('M_clcji8'), np.str_('X_wzdhd9')]","['s1', 's2']",{np.str_('G_bo3vt6'): 's1'},1,1,0.15612670377913399,,
9,7,7,confusing,range:2-3,1.0,0.0,44,0,33,9,8,3,[np.str_('I_rk69zv')],['s0'],"{np.str_('W_qis23b'): 's0', np.str_('M_clcji8'): 's1'}",1,2,0.6486784713925673,,
9,7,7,confusing,range:2-3,1.0,0.0,44,0,33,9,8,4,[np.str_('X_wzdhd9')],['s0'],"{np.str_('K_gvnrp2'): 's0', np.str_('K_5si3ik'): 's2'}",1,2,0.12161420302778113,,
9,7,7,confusing,range:2-3,1.0,0.0,44,0,33,9,8,5,[np.str_('K_5si3ik')],['s0'],{},0,0,0.3478586623150908,,
9,7,7,confusing,range:2-3,1.0,0.0,44,0,33,9,8,6,[np.str_('K_gvnrp2')],['s0'],{},0,0,0.3434271330906268,,
9,7,7,confusing,range:2-3,1.0,0.0,44,0,33,9,8,7,"[np.str_('G_bo3vt6'), np.str_('K_gvnrp2')]","['s1', 's0']",{},0,0,0.1553660026007504,,
9,7,7,confusing,range:2-3,1.0,0.0,44,0,33,9,8,8,"[np.str_('K_5si3ik'), np.str_('M_clcji8')]","['s0', 's0']",{},0,0,0.2456224742619704,,
9,7,7,confusing,range:2-3,1.0,0.0,44,0,33,9,8,9,[np.str_('I_rk69zv')],['s0'],{np.str_('W_qis23b'): 's1'},2,1,0.45712558951055143,,
9,7,7,confusing,range:2-3,1.0,0.0,44,0,33,9,8,10,[np.str_('W_qis23b')],['s1'],{np.str_('I_rk69zv'): 's0'},2,1,0.3892434268879822,,
9,7,7,confusing,range:2-3,1.0,0.0,44,0,33,9,8,11,[np.str_('K_5si3ik')],['s0'],{np.str_('M_clcji8'): 's0'},2,1,0.4024055979210806,,
9,7,7,confusing,range:2-3,1.0,0.0,10017,1,33,9,9,0,"[np.str_('A_iqeo85'), np.str_('W_qis23b')]","['s0', 's1']",{},0,0,0.31214652683884725,,
9,7,7,confusing,range:2-3,1.0,0.0,10017,1,33,9,9,1,[np.str_('K_5si3ik')],['s2'],"{np.str_('M_clcji8'): 's1', np.str_('X_wzdhd9'): 's0'}",1,2,0.2219931095097968,,
9,7,7,confusing,range:2-3,1.0,0.0,10017,1,33,9,9,2,[np.str_('X_wzdhd9')],['s0'],"{np.str_('A_iqeo85'): 's1', np.str_('K_gvnrp2'): 's0'}",1,2,0.38006878363474317,,
9,7,7,confusing,range:2-3,1.0,0.0,10017,1,33,9,9,3,"[np.str_('U_9d6udx'), np.str_('G_bo3vt6')]","['s2', 's0']",{np.str_('X_wzdhd9'): 's2'},1,1,0.10053781436685241,,
9,7,7,confusing,range:2-3,1.0,0.0,10017,1,33,9,9,4,"[np.str_('A_iqeo85'), np.str_('I_rk69zv')]","['s0', 's1']","{np.str_('W_qis23b'): 's0', np.str_('K_gvnrp2'): 's1'}",1,2,0.19031648339211887,,
9,7,7,confusing,range:2-3,1.0,0.0,10017,1,33,9,9,5,[np.str_('M_clcji8')],['s0'],"{np.str_('G_bo3vt6'): 's0', np.str_('K_gvnrp2'): 's2'}",1,2,0.5453442379452983,,
9,7,7,confusing,range:2-3,1.0,0.0,10017,1,33,9,9,6,"[np.str_('G_bo3vt6'), np.str_('W_qis23b')]","['s0', 's0']",{np.str_('I_rk69zv'): 's1'},1,1,0.1239836165894234,,
9,7,7,confusing,range:2-3,1.0,0.0,10017,1,33,9,9,7,[np.str_('K_5si3ik')],['s1'],{},0,0,0.27582188663401686,,
9,7,7,confusing,range:2-3,1.0,0.0,10017,1,33,9,9,8,[np.str_('A_iqeo85')],['s1'],"{np.str_('X_wzdhd9'): 's1', np.str_('K_gvnrp2'): 's0'}",1,2,0.5474726654930663,,
9,7,7,confusing,range:2-3,1.0,0.0,10017,1,33,9,9,9,[np.str_('K_5si3ik')],['s0'],{},0,0,0.5000515275327116,,
9,7,7,confusing,range:2-3,1.0,0.0,10017,1,33,9,9,10,[np.str_('X_wzdhd9')],['s2'],{},0,0,0.23384299522544702,,
9,7,7,confusing,range:2-3,1.0,0.0,10017,1,33,9,9,11,[np.str_('G_bo3vt6')],['s1'],"{np.str_('U_9d6udx'): 's0', np.str_('A_iqeo85'): 's1'}",1,2,0.9601073856221061,,
9,7,7,confusing,range:2-3,1.0,0.0,19990,2,33,9,10,0,"[np.str_('W_qis23b'), np.str_('M_clcji8')]","['s1', 's0']",{},0,0,0.08432642307461312,,
9,7,7,confusing,range:2-3,1.0,0.0,19990,2,33,9,10,1,"[np.str_('G_bo3vt6'), np.str_('X_wzdhd9')]","['s1', 's1']","{np.str_('M_clcji8'): 's0', np.str_('W_qis23b'): 's0'}",1,2,0.4932772989627768,,
9,7,7,confusing,range:2-3,1.0,0.0,19990,2,33,9,10,2,[np.str_('I_rk69zv')],['s0'],{},0,0,0.28171570569542403,,
9,7,7,confusing,range:2-3,1.0,0.0,19990,2,33,9,10,3,"[np.str_('A_iqeo85'), np.str_('K_5si3ik')]","['s2', 's0']",{},0,0,0.04180308150646724,,
9,7,7,confusing,range:2-3,1.0,0.0,19990,2,33,9,10,4,[np.str_('K_gvnrp2')],['s0'],{},0,0,0.43367220715297355,,
9,7,7,confusing,range:2-3,1.0,0.0,19990,2,33,9,10,5,[np.str_('X_wzdhd9')],['s0'],{},0,0,0.31594736231578463,,
9,7,7,confusing,range:2-3,1.0,0.0,19990,2,33,9,10,6,[np.str_('U_9d6udx')],['s1'],{},0,0,0.1493170876772913,,
9,7,7,confusing,range:2-3,1.0,0.0,19990,2,33,9,10,7,"[np.str_('G_bo3vt6'), np.str_('M_clcji8')]","['s1', 's2']","{np.str_('K_5si3ik'): 's2', np.str_('I_rk69zv'): 's2'}",1,2,0.17876830522066361,,
9,7,7,confusing,range:2-3,1.0,0.0,19990,2,33,9,10,8,"[np.str_('X_wzdhd9'), np.str_('K_5si3ik')]","['s1', 's0']","{np.str_('G_bo3vt6'): 's1', np.str_('U_9d6udx'): 's2'}",1,2,0.0004943762827736518,,
9,7,7,confusing,range:2-3,1.0,0.0,19990,2,33,9,10,9,"[np.str_('M_clcji8'), np.str_('X_wzdhd9')]","['s0', 's1']",{},0,0,0.14737414754056558,,
9,7,7,confusing,range:2-3,1.0,0.0,19990,2,33,9,10,10,[np.str_('G_bo3vt6')],['s0'],"{np.str_('M_clcji8'): 's0', np.str_('U_9d6udx'): 's1'}",1,2,0.36240236511323515,,
9,7,7,confusing,range:2-3,1.0,0.0,19990,2,33,9,10,11,[np.str_('M_clcji8')],['s1'],{np.str_('K_5si3ik'): 's1'},2,1,0.5740600768714206,,
9,7,7,confusing,range:2-3,1.0,0.0,29963,3,33,9,11,0,[np.str_('K_gvnrp2')],['s1'],{},0,0,0.4151001293205227,,
9,7,7,confusing,range:2-3,1.0,0.0,29963,3,33,9,11,1,[np.str_('M_clcji8')],['s0'],{},0,0,0.35750794215277076,,
9,7,7,confusing,range:2-3,1.0,0.0,29963,3,33,9,11,2,[np.str_('W_qis23b')],['s1'],{},0,0,0.3013856735849223,,
