achieved_tw,naming,alpha,seed,variant_index,num_edges,num_nodes,num_nodes/num_edges,avg_markov_blanket_size,bn_index,query_index,query_vars,query_states,evidence,distance,num_evidence,num_target,probability,prior_probability,induced_width,num_eliminated,avg_markov_blanket_size_evidence,avg_markov_blanket_size_target,min_distance_target_evidence,min_distance_target_target,min_distance_evidence_evidence,all_evidence_are_roots,all_evidence_are_leaves,all_target_are_roots,all_target_are_leaves,abs_diff,rel_diff
4,confusing,1.0,46,0,11,6,0.5454545454545454,4.333333333333333,4,16,[np.str_('A_qw4mqw')],['s0'],"{np.str_('P_48cwxi'): 's0', np.str_('Y_cimb2b'): 's0'}",1,2,1,0.43687960940154036,0.6287570460209247,4.0,5.0,3.0,4.0,1,,1.0,False,False,False,True,0.1918774366193844,-0.3051694415731427
4,confusing,1.0,46,0,11,6,0.5454545454545454,4.333333333333333,4,18,[np.str_('Y_cimb2b')],['s0'],{np.str_('A_qw4mqw'): 's1'},1,1,1,0.7445148089627255,0.4753600215561935,4.0,5.0,4.0,5.0,1,,,False,True,False,False,0.269154787406532,0.5662125025268128
4,confusing,1.0,46,0,11,6,0.5454545454545454,4.333333333333333,4,21,"[np.str_('A_qw4mqw'), np.str_('L_ci65w8')]","['s0', 's1']","{np.str_('F_tsl31q'): 's1', np.str_('Y_cimb2b'): 's0'}",1,2,2,0.3233382069421026,0.09537324902903077,4.0,4.0,4.5,4.0,1,1.0,1.0,False,False,False,False,0.2279649579130718,2.3902400330692446
4,confusing,1.0,46,0,11,6,0.5454545454545454,4.333333333333333,4,24,[np.str_('L_ci65w8')],['s0'],"{np.str_('Y_cimb2b'): 's0', np.str_('Y_q2xqrf'): 's0'}",1,2,1,0.9794732945727822,0.8767086954447805,3.0,4.0,4.5,4.0,1,,1.0,False,False,False,False,0.10276459912800173,0.11721635665523562
4,confusing,1.0,46,0,11,6,0.5454545454545454,4.333333333333333,4,27,"[np.str_('Y_cimb2b'), np.str_('L_ci65w8')]","['s1', 's0']","{np.str_('Y_q2xqrf'): 's0', np.str_('P_48cwxi'): 's1'}",1,2,2,0.014164376628146576,0.4256014755035867,3.0,3.0,2.5,4.5,1,1.0,2.0,False,False,False,False,0.4114370988754401,-0.9667191552581279
4,confusing,1.0,46,0,11,6,0.5454545454545454,4.333333333333333,4,28,[np.str_('P_48cwxi')],['s1'],"{np.str_('Y_cimb2b'): 's1', np.str_('Y_q2xqrf'): 's0'}",1,2,1,0.03855539373961383,0.3371104028234817,3.0,4.0,4.5,1.0,1,,1.0,False,False,True,False,0.2985550090838679,-0.885629771681053
4,confusing,1.0,46,0,11,6,0.5454545454545454,4.333333333333333,4,29,[np.str_('Y_cimb2b')],['s0'],{np.str_('P_48cwxi'): 's0'},1,1,1,0.2720050514748993,0.4753600215561935,3.0,3.0,1.0,5.0,1,,,True,False,False,False,0.20335497008129422,-0.4277914861573085
4,confusing,0.5,47,0,11,6,0.5454545454545454,4.333333333333333,5,3,"[np.str_('L_ci65w8'), np.str_('Y_cimb2b')]","['s1', 's1']","{np.str_('A_qw4mqw'): 's0', np.str_('P_48cwxi'): 's1'}",1,2,2,0.18860642938317745,0.2931541027341585,4.0,4.0,2.5,4.5,1,1.0,2.0,False,False,False,False,0.10454767335098103,-0.3566304287604946
4,confusing,0.5,47,0,11,6,0.5454545454545454,4.333333333333333,5,4,"[np.str_('L_ci65w8'), np.str_('Y_q2xqrf')]","['s1', 's1']","{np.str_('Y_cimb2b'): 's0', np.str_('A_qw4mqw'): 's0'}",1,2,2,0.0005067073906228508,0.28073540922341467,4.0,4.0,4.5,4.0,1,1.0,1.0,False,False,False,False,0.2802287018327918,-0.9981950713234766
4,confusing,0.5,47,0,11,6,0.5454545454545454,4.333333333333333,5,5,[np.str_('F_tsl31q')],['s0'],"{np.str_('L_ci65w8'): 's0', np.str_('Y_q2xqrf'): 's1'}",1,2,1,0.5098864514250805,0.16668330269549145,3.0,4.0,4.0,4.0,1,,1.0,False,False,True,False,0.343203148729589,2.059013369542936
4,confusing,0.5,47,0,11,6,0.5454545454545454,4.333333333333333,5,12,[np.str_('L_ci65w8')],['s1'],{np.str_('F_tsl31q'): 's0'},1,1,1,0.5576545744862998,0.8823524295901788,1.0,1.0,4.0,4.0,1,,,True,False,False,False,0.32469785510387894,-0.3679911158115012
4,confusing,0.5,47,0,11,6,0.5454545454545454,4.333333333333333,5,17,[np.str_('Y_q2xqrf')],['s1'],"{np.str_('L_ci65w8'): 's1', np.str_('A_qw4mqw'): 's1'}",1,2,1,0.4831731433838776,0.3327798406250929,4.0,5.0,4.0,4.0,1,,1.0,False,False,False,False,0.1503933027587847,0.4519303287010603
4,confusing,0.5,47,0,11,6,0.5454545454545454,4.333333333333333,5,19,[np.str_('Y_q2xqrf')],['s0'],"{np.str_('P_48cwxi'): 's1', np.str_('Y_cimb2b'): 's0'}",1,2,1,0.9658725887553588,0.6672201593749072,3.0,4.0,3.0,4.0,1,,1.0,False,False,False,False,0.29865242938045156,0.44760702323540025
4,confusing,0.5,47,0,11,6,0.5454545454545454,4.333333333333333,5,20,"[np.str_('Y_q2xqrf'), np.str_('A_qw4mqw')]","['s0', 's0']","{np.str_('L_ci65w8'): 's1', np.str_('F_tsl31q'): 's0'}",1,2,2,0.24687031853654579,0.4617058500237434,4.0,4.0,4.0,4.0,1,1.0,1.0,False,False,False,False,0.21483553148719764,-0.46530822920296466
4,confusing,0.5,47,0,11,6,0.5454545454545454,4.333333333333333,5,23,"[np.str_('L_ci65w8'), np.str_('Y_q2xqrf')]","['s1', 's0']",{np.str_('A_qw4mqw'): 's0'},1,1,2,0.7133165860608512,0.601617020366764,4.0,4.0,4.0,4.0,1,1.0,,False,True,False,False,0.11169956569408723,0.18566556781587026
4,confusing,0.5,47,0,11,6,0.5454545454545454,4.333333333333333,5,24,"[np.str_('Y_q2xqrf'), np.str_('P_48cwxi')]","['s0', 's1']","{np.str_('Y_cimb2b'): 's0', np.str_('A_qw4mqw'): 's1'}",1,2,2,0.8534122426290641,0.6305162446420596,4.0,4.0,4.5,2.5,1,2.0,1.0,False,False,False,False,0.22289599798700455,0.3535134897492472
4,confusing,0.5,47,0,11,6,0.5454545454545454,4.333333333333333,5,26,[np.str_('Y_q2xqrf')],['s0'],"{np.str_('Y_cimb2b'): 's1', np.str_('A_qw4mqw'): 's0'}",1,2,1,0.1754341846772076,0.6672201593749072,4.0,5.0,4.5,4.0,1,,1.0,False,False,False,False,0.4917859746976996,-0.7370670202147892
